Date - Time (PHT)	Latitude (°N)	Longitude (°E)	Depth of Focus (km)	Magnitude	Location	URL
25 December 2020 - 07:26 PM	13.62	120.58	099	1.9	024 km S 14° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1126_B2.html
25 December 2020 - 07:41 PM	13.41	122.38	001	2.9	016 km N 66° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1141_B2.html
25 December 2020 - 07:47 PM	13.34	122.28	011	1.8	026 km S 88° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1147_B2.html
25 December 2020 - 07:50 PM	13.41	122.34	001	2.8	021 km N 71° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1150_B2.html
25 December 2020 - 07:54 PM	13.41	122.3	001	2.2	025 km N 73° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1154_B2.html
25 December 2020 - 07:59 PM	13.45	122.35	001	2.3	022 km N 58° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1159_B2F.html
25 December 2020 - 08:09 PM	07.44	126.92	036	2.9	041 km N 72° E of Caraga (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1209_B2.html
25 December 2020 - 08:36 PM	13.39	122.34	001	2.3	020 km N 75° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1236_B2F.html
25 December 2020 - 08:38 PM	13.47	122.35	001	2.4	022 km N 55° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1238_B2F.html
25 December 2020 - 08:41 PM	09.87	125.48	020	2.1	016 km S 55° W of Dinagat (Dinagat Islands)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1241_B2.html
25 December 2020 - 08:43 PM	13.44	122.32	002	3.1	024 km N 64° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1243_B2F.html
25 December 2020 - 08:57 PM	13.41	122.29	006	2.6	026 km N 75° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1257_B2F.html
25 December 2020 - 09:24 PM	13.77	120.48	096	4.1	017 km S 68° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1324_B2F.html
25 December 2020 - 09:26 PM	13.42	122.19	022	2.3	037 km N 77° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1326_B2F.html
25 December 2020 - 09:49 PM	06.83	125.06	017	2.3	015 km S 11° W of Makilala (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1349_B2.html
25 December 2020 - 09:53 PM	13.44	122.32	004	2.2	024 km N 65° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1353_B1.html
25 December 2020 - 09:54 PM	13.43	122.28	001	2.8	027 km N 70° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1354_B2.html
25 December 2020 - 10:04 PM	13.38	122.19	033	1.7	036 km N 85° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1404_B2.html
25 December 2020 - 10:20 PM	13.46	122.3	004	1.8	027 km N 63° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1420_B2F.html
25 December 2020 - 10:27 PM	06.42	126.32	014	2.6	037 km S 47° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1427_B2.html
25 December 2020 - 10:42 PM	07.91	124.76	031	2.4	011 km N 39° W of Pangantucan (Bukidnon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1442_B2.html
25 December 2020 - 10:45 PM	09.68	126.07	028	2.8	008 km S 12° E of Dapa (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1445_B2.html
25 December 2020 - 10:53 PM	05.06	126.39	001	3.6	115 km S 70° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1453_B2.html
25 December 2020 - 10:58 PM	12.45	123.87	017	2.3	011 km N 73° E of Batuan (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1458_B2.html
25 December 2020 - 11:04 PM	13.69	120.56	092	1.8	018 km S 25° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1504_B2.html
25 December 2020 - 11:08 PM	09.89	126.4	002	3.1	030 km N 66° E of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1508_B2.html
25 December 2020 - 11:15 PM	15.08	119.73	027	2.2	037 km N 87° W of San Felipe (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1515_B2.html
25 December 2020 - 11:19 PM	08.47	126.74	006	3.3	046 km N 76° E of Hinatuan (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1519_B2.html
25 December 2020 - 11:35 PM	16.81	121.6	032	1.5	008 km N 65° E of Ramon (Isabela)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1535_B2.html
25 December 2020 - 11:50 PM	13.26	124.25	011	3.1	025 km N 14° E of Prieto Diaz (Sorsogon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1550_B2.html
26 December 2020 - 12:02 AM	13.43	122.32	002	3.5	024 km N 69° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1602_B2F.html
26 December 2020 - 12:13 AM	13.40	122.29	004	2.7	026 km N 77° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1613_B2F.html
26 December 2020 - 12:21 AM	13.46	122.32	005	2.1	025 km N 60° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1621_B2.html
26 December 2020 - 12:22 AM	13.74	120.75	092	1.9	016 km S 52° E of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1622_B2.html
26 December 2020 - 12:39 AM	13.45	122.31	007	1.8	026 km N 64° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1639_B2F.html
26 December 2020 - 12:53 AM	14.70	123.32	031	3.4	073 km N 27° E of Mercedes (Camarines Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1653_B2.html
26 December 2020 - 01:02 AM	17.59	120.86	021	2.5	005 km N 66° W of Licuan - Baay (Abra)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1702_B2.html
26 December 2020 - 01:18 AM	13.39	122.17	023	1.8	011 km N 51° E of Torrijos (Marinduque)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1718_B2.html
26 December 2020 - 01:29 AM	06.79	124.99	032	2.0	012 km N 16° E of Columbio (Sultan Kudarat)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1729_B2.html
26 December 2020 - 01:37 AM	06.76	125.52	052	2.1	018 km N 86° E of City Of Digos (Davao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1737_B2.html
26 December 2020 - 01:48 AM	13.73	120.64	096	2.3	012 km S 02° E of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1748_B2.html
26 December 2020 - 01:49 AM	13.55	122.35	012	2.3	029 km N 39° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1749_B2.html
26 December 2020 - 02:35 AM	08.44	126.64	009	2.9	035 km N 76° E of Hinatuan (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1835_B2.html
26 December 2020 - 02:51 AM	16.59	120.57	017	2.7	004 km N 69° W of Kapangan (Benguet)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1851_B2.html
26 December 2020 - 03:22 AM	10.94	124.06	001	3.0	003 km S 84° E of Tabogon (Cebu)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1922_B2.html
26 December 2020 - 03:32 AM	15.86	120.47	130	3.0	015 km S 60° E of City Of San Carlos (Pangasinan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1932_B2.html
26 December 2020 - 03:34 AM	15.65	119.94	024	2.4	003 km N 11° E of Candelaria (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1934_B2.html
26 December 2020 - 03:47 AM	13.72	120.7	096	1.8	014 km S 31° E of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1947_B2.html
26 December 2020 - 03:50 AM	09.99	124.21	004	2.5	005 km N 12° W of Danao (Bohol)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_1950_B2.html
26 December 2020 - 04:01 AM	05.90	126.17	027	3.0	062 km S 58° E of Don Marcelino (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2001_B1.html
26 December 2020 - 04:16 AM	13.76	120.59	094	1.8	009 km S 33° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2016_B2.html
26 December 2020 - 04:17 AM	13.43	122.35	002	2.4	020 km N 64° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2017_B2.html
26 December 2020 - 04:29 AM	13.43	122.27	008	2.6	028 km N 72° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2029_B2.html
26 December 2020 - 04:37 AM	12.01	124.02	015	3.5	003 km N 69° E of Cataingan (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2037_B2.html
26 December 2020 - 04:45 AM	20.85	120	032	2.6	192 km N 88° W of Itbayat (Batanes)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2045_B2.html
26 December 2020 - 04:50 AM	10.87	124.88	033	1.7	009 km S 72° W of La Paz (Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2050_B2.html
26 December 2020 - 05:02 AM	17.76	121.2	001	2.1	014 km S 72° W of Conner (Apayao)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2102_B2.html
26 December 2020 - 05:11 AM	13.58	122.21	005	1.9	013 km S 84° W of Catanauan (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2111_B2.html
26 December 2020 - 05:52 AM	10.01	126.08	006	3.4	001 km S 26° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2152_B2.html
26 December 2020 - 06:10 AM	10.18	126.44	010	3.0	044 km N 67° E of Burgos (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2210_B2.html
26 December 2020 - 06:19 AM	09.82	126.51	017	2.5	039 km N 85° E of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2219_B2.html
26 December 2020 - 06:40 AM	08.45	126.63	010	2.6	034 km N 74° E of Hinatuan (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2240_B2.html
26 December 2020 - 06:49 AM	03.38	126.42	025	3.9	251 km S 26° E of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2249_B2.html
26 December 2020 - 07:07 AM	14.00	120.4	056	2.1	031 km N 53° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2307_B2.html
26 December 2020 - 07:57 AM	13.44	122.33	006	2.6	023 km N 63° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1225_2357_B2F.html
26 December 2020 - 08:08 AM	06.42	126.04	123	3.9	026 km S 08° W of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0008_B2.html
26 December 2020 - 08:41 AM	08.81	126.62	025	2.4	035 km N 87° E of Marihatag (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0041_B2.html
26 December 2020 - 09:03 AM	08.73	126.17	034	2.0	006 km S 79° W of San Agustin (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0103_B2.html
26 December 2020 - 10:03 AM	13.88	120.53	008	1.6	013 km N 49° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0203_B2F.html
26 December 2020 - 11:22 AM	09.70	122.64	066	2.5	015 km S 02° W of Candoni (Negros Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0322_B2.html
26 December 2020 - 11:41 AM	13.34	122.36	007	3.8	017 km S 86° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0341_B2F.html
26 December 2020 - 12:14 PM	13.90	119.91	014	3.1	023 km N 80° W of Lubang (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0414_B2.html
26 December 2020 - 12:22 PM	13.41	122.31	012	2.2	023 km N 74° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0422_B2.html
26 December 2020 - 12:30 PM	10.24	122.37	010	2.0	036 km S 30° W of Nueva Valencia (Guimaras)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0430_B2.html
26 December 2020 - 12:58 PM	05.75	125.7	044	2.1	050 km S 01° E of Don Marcelino (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0458_B2.html
26 December 2020 - 02:55 PM	13.74	120.94	023	2.1	001 km S 18° W of Mabini (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_0655_B2.html
26 December 2020 - 07:17 PM	10.93	124.05	005	2.6	003 km S 76° E of Tabogon (Cebu)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1117_B2.html
26 December 2020 - 07:31 PM	13.39	122.36	001	3.4	018 km N 73° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1131_B2.html
26 December 2020 - 07:54 PM	09.85	126.28	017	3.2	015 km N 61° E of General Luna (Surigao Del Norte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1154_B2.html
26 December 2020 - 08:14 PM	08.03	126.23	001	2.6	020 km S 88° W of Lingig (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1214_B2.html
26 December 2020 - 08:36 PM	13.76	120.52	096	2.5	015 km S 56° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1236_B2F.html
26 December 2020 - 09:14 PM	13.82	119.78	013	3.3	037 km S 84° W of Lubang (Occidental Mindoro)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1314_B2.html
26 December 2020 - 09:38 PM	15.08	120.01	033	2.3	007 km N 67° W of San Felipe (Zambales)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1338_B2.html
26 December 2020 - 09:43 PM	13.74	120.56	098	1.9	013 km S 40° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1343_B2.html
26 December 2020 - 09:48 PM	17.57	122.5	022	3.3	034 km N 39° E of Divilacan (Isabela)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1348_B2.html
26 December 2020 - 10:41 PM	09.73	123.59	027	2.0	007 km S 66° E of Dalaguete (Cebu)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1441_B2.html
26 December 2020 - 11:23 PM	17.56	122.58	031	2.4	039 km N 49° E of Divilacan (Isabela)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1523_B2.html
26 December 2020 - 11:24 PM	10.20	125.2	033	1.9	022 km S 01° E of Hinunangan (Southern Leyte)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1524_B2.html
26 December 2020 - 11:47 PM	08.58	126.56	028	2.2	034 km N 45° E of Hinatuan (Surigao Del Sur)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1547_B2.html
27 December 2020 - 12:00 AM	13.96	120.55	119	2.0	017 km N 33° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1600_B2F.html
27 December 2020 - 12:09 AM	13.89	120.55	088	1.8	010 km N 56° W of Calatagan (Batangas)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1609_B2F.html
27 December 2020 - 01:40 AM	06.49	126.23	118	2.8	025 km S 43° E of Governor Generoso (Davao Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1740_B2.html
27 December 2020 - 01:50 AM	10.92	126.48	014	3.3	083 km S 81° E of Guiuan (Eastern Samar)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1750_B2.html
27 December 2020 - 02:18 AM	18.41	122.45	039	2.3	033 km S 81° E of Santa Ana (Cagayan)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1818_B2.html
27 December 2020 - 02:34 AM	05.38	125.34	003	3.7	010 km S 67° W of Sarangani (Davao Occidental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1834_B2.html
27 December 2020 - 03:17 AM	07.34	124.83	009	2.6	015 km N 14° E of Carmen (Cotabato)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1917_B2.html
27 December 2020 - 03:48 AM	08.86	122.52	018	2.6	061 km S 69° W of Siaton (Negros Oriental)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_1948_B2.html
27 December 2020 - 04:01 AM	12.85	122.82	020	3.4	046 km S 83° W of Claveria (Masbate)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_2001_B2.html
27 December 2020 - 04:12 AM	13.33	122.43	001	3.1	010 km S 79° W of San Francisco (Quezon)	https://earthquake.phivolcs.dost.gov.ph/2020_Earthquake_Information/December/2020_1226_2012_B2.html
